Date_of_Payment,lat,long,pay,day
2015-05-07,43.031416,-76.110995,16.36,644
2015-05-07,42.930146,-85.53904,2049.19,644
2015-05-07,38.924838,-94.637888,3019.32,644
2015-05-07,42.049148,-87.702155,19.46,644
2015-05-07,37.809435,-122.27018,23.03,644
2015-05-07,30.396277,-89.064103,17.33,644
2015-05-07,29.83399,-95.434241,16.52,644
2015-05-07,38.932711,-77.030248,112.84,644
2015-05-07,40.851293,-73.934764,69.09,644
2015-05-07,40.825707,-81.436938,21.62,644
2015-05-07,35.652446,-88.835682,10.02,644
2015-05-07,35.623732,-82.667132,13.91,644
2015-05-07,35.294405,-118.905173,35.44,644
2015-05-07,35.201738,-89.971538,6.48,644
2015-05-07,35.071965,-106.454173,21.74,644
2015-05-07,34.839964,-115.967051,109.64,644
2015-05-07,34.500556,-114.310294,15.2,644
2015-05-07,34.2409,-116.889474,3109.64,644
2015-05-07,34.127458,-77.91859,12.61,644
2015-05-07,33.786594,-118.298662,138.57,644
2015-05-07,33.752886,-116.055617,109.64,644
2015-05-07,33.566767,-85.078863,22.92,644
2015-05-07,33.276539,-112.18717,5320.82,644
2015-05-07,32.932843,-97.080802,1900,644
2015-05-07,29.939504,-90.074122,17.98,644
2015-05-07,30.013413,-90.195842,53.94,644
2015-05-07,30.191737,-81.603557,8.36,644
2015-05-07,30.274539,-81.786671,13.52,644
2015-05-07,32.214075,-110.883744,8.89,644
2015-05-07,32.336744,-90.216096,4.92,644
2015-05-07,29.677893,-90.0901,17.98,644
2015-05-07,32.681918,-97.779522,11.9,644
2015-05-07,32.767268,-96.777626,19.01,644
2015-05-07,32.771419,-97.291484,144.21,644
2015-05-07,32.774699,-117.148616,18.31,644
2015-05-07,32.886576,-96.769578,120.43,644
2015-05-07,32.898511,-117.225744,3318.31,644
2015-05-07,32.921476,-96.587847,120.43,644
2015-05-07,32.692682,-96.623022,2320.43,644
2015-05-07,39.044719,-92.349574,13.2,644
2015-05-07,42.323077,-83.713891,38.84,644
2015-05-07,39.135512,-77.282223,12.86,644
2015-05-07,40.533726,-105.034077,13.99,644
2015-05-07,40.576611,-74.362616,2217.55,644
2015-05-07,40.584455,-73.948402,21.74,644
2015-05-07,40.634873,-74.016905,15.97,644
2015-05-07,40.656802,-73.622523,9.32,644
2015-05-07,40.692651,-74.269841,17.55,644
2015-05-07,40.768823,-73.960257,20.14,644
2015-05-07,40.776629,-73.953914,3245.56,644
2015-05-07,28.710129,-81.683696,5.29,644
2015-05-07,28.666625,-81.365039,12.99,644
2015-05-07,40.351277,-74.141236,2.68,644
2015-05-07,28.06374,-81.711071,2213.88,644
2015-05-07,27.903679,-82.294021,13.88,644
2015-05-07,27.415606,-82.528065,24.21,644
2015-05-07,26.649816,-80.294771,21.07,644
2015-05-07,26.635461,-81.843807,17.53,644
2015-05-07,26.574736,-80.079405,2152.89,644
2015-05-07,26.39341,-80.222751,1900,644
2015-05-07,26.145724,-80.448254,5.54,644
2015-05-07,26.135692,-80.253284,14.73,644
2015-05-07,26.070747,-80.24417,5.93,644
2015-05-07,25.92862,-80.182969,22.85,644
2015-05-07,27.987284,-81.762456,6.02,644
2015-05-07,39.052158,-77.121096,1936.22,644
2015-05-07,29.424132,-98.484144,2315.83,644
2015-05-07,39.969036,-83.011389,12.34,644
2015-05-07,39.421922,-74.572227,9.14,644
2015-05-07,39.492596,-77.461211,4.41,644
2015-05-07,39.678945,-86.130154,4.65,644
2015-05-07,39.688776,-105.156,0.67,644
2015-05-07,39.68965,-82.609282,10.12,644
2015-05-07,39.839477,-88.946486,3.55,644
2015-05-07,39.927421,-104.954833,0.67,644
2015-05-07,39.952413,-91.200676,13.2,644
2015-05-07,40.042623,-75.42746,14.78,644
2015-05-07,40.107614,-74.065081,10.75,644
2015-05-07,40.304402,-86.824468,15.72,644
2015-05-07,40.347017,-79.500729,4.27,644
2015-05-08,42.309687,-83.772991,17.5,645
2015-05-08,42.345079,-71.107653,16.88,645
2015-05-08,39.955561,-75.344833,11.29,645
2015-05-08,42.499235,-83.181077,20,645
2015-05-08,42.223305,-83.729342,17.46,645
2015-05-08,42.470639,-82.902194,10.46,645
2015-05-08,42.220548,-71.199238,6.22,645
2015-05-08,41.653027,-93.747073,33.78,645
2015-05-08,42.049148,-87.702155,5.88,645
2015-05-08,42.037228,-87.843714,11.08,645
2015-05-08,41.875149,-71.392732,11.43,645
2015-05-08,41.811929,-87.68732,12.34,645
2015-05-08,42.551185,-82.91672,10.45,645
2015-05-08,41.609041,-83.633941,13.84,645
2015-05-08,42.143475,-88.026517,15.61,645
2015-05-08,40.032615,-82.910251,3024.81,645
2015-05-08,40.608389,-74.093684,2219.29,645
2015-05-08,42.719534,-84.425136,18,645
2015-05-08,42.740054,-84.524939,13.34,645
2015-05-08,40.076041,-82.814456,24.81,645
2015-05-08,40.418119,-80.052576,11.29,645
2015-05-08,41.497212,-87.338656,7.3,645
2015-05-08,40.651378,-73.870779,3125,645
2015-05-08,40.656802,-73.622523,11.74,645
2015-05-08,40.716888,-73.766897,13.97,645
2015-05-08,40.727277,-73.790772,18.76,645
2015-05-08,40.758775,-73.967842,24.3,645
2015-05-08,46.282031,-119.491659,7.3,645
2015-05-08,47.615471,-122.207221,21.96,645
2015-05-08,40.761884,-73.911642,24.3,645
2015-05-08,40.768823,-73.960257,24.3,645
2015-05-08,40.022911,-75.167771,11.31,645
2015-05-08,41.399129,-82.724417,3939.47,645
2015-05-08,42.555985,-83.119206,10.56,645
2015-05-08,41.025158,-80.668667,18.17,645
2015-05-08,32.771419,-97.291484,51.69,645
2015-05-08,25.852273,-80.207219,31.49,645
2015-05-08,25.92862,-80.182969,18.2,645
2015-05-08,26.348293,-80.117265,15.03,645
2015-05-08,26.411642,-80.09277,6.37,645
2015-05-08,26.6265,-81.967657,124.74,645
2015-05-08,26.635461,-81.843807,18.88,645
2015-05-08,26.645895,-80.430269,13.04,645
2015-05-08,27.312492,-80.313322,42.87,645
2015-05-08,27.903679,-82.294021,13.38,645
2015-05-08,29.09609,-95.425232,10.27,645
2015-05-08,29.173285,-98.478975,9.18,645
2015-05-08,33.276539,-112.18717,53.52,645
2015-05-08,33.016928,-116.846046,33.2,645
2015-05-08,29.188732,-81.231384,8.31,645
2015-05-08,29.269288,-98.33469,9.18,645
2015-05-08,29.405931,-98.507844,15.49,645
2015-05-08,29.437532,-98.461582,20.88,645
2015-05-08,30.268335,-97.741382,18.57,645
2015-05-08,41.365092,-89.0866,15.61,645
2015-05-08,30.429365,-91.077942,15.38,645
2015-05-08,32.207724,-80.747577,14.88,645
2015-05-08,32.90391,-117.207828,210.68,645
2015-05-08,40.776629,-73.953914,137,645
2015-05-08,27.404731,-82.470456,4824.74,645
2015-05-08,24.859832,-168.021815,74.2,645
2015-05-08,39.029983,-84.55902,6.93,645
2015-05-08,40.869978,-73.844903,7.71,645
2015-05-08,39.429055,-76.787696,14.71,645
2015-05-08,39.56186,-75.87574,18.57,645
2015-05-08,38.568305,-121.440764,9.93,645
2015-05-08,36.153572,-86.583994,10.15,645
2015-05-08,35.911215,-78.917768,34.92,645
2015-05-08,35.123644,-89.842541,15.56,645
2015-05-08,38.859523,-75.835702,9.02,645
2015-05-08,33.786594,-118.298662,4822.11,645
2015-05-08,33.640302,-117.769442,46.64,645
2015-05-08,33.551132,-82.143617,18.34,645
2015-05-08,40.801131,-75.310958,18.57,645
2015-05-08,41.024051,-80.345444,15.26,645
2015-05-08,39.931858,-75.341583,22.3,645
2015-05-08,39.718539,-105.245659,17.13,645
2015-05-08,33.703598,-116.431961,5.08,645
2015-05-08,40.842247,-73.280935,17.4,645
2015-05-09,33.276539,-112.18717,14.28,646
2015-05-09,47.247871,-122.472793,16.6,646
2015-05-09,38.068036,-122.740988,18.33,646
2015-05-09,33.786594,-118.298662,20.84,646
2015-05-10,42.41729,-83.432434,10.91,647
2015-05-10,34.839964,-115.967051,22.04,647
2015-05-10,33.352925,-111.780712,15.45,647
2015-05-10,26.634845,-81.959923,6.58,647
2015-05-10,42.723851,-83.423242,10.91,647
2015-05-10,38.523478,-91.023546,15.44,647
2015-05-11,33.276539,-112.18717,72.04,648
2015-05-11,33.641579,-117.73269,113.06,648
2015-05-11,33.544622,-86.929208,17.9,648
2015-05-11,33.579122,-117.731534,16.48,648
2015-05-11,33.595714,-117.715535,113.06,648
2015-05-11,33.761076,-116.535887,39.85,648
2015-05-11,33.640302,-117.769442,2431.64,648
2015-05-11,34.078229,-84.228131,24.77,648
2015-05-11,33.786594,-118.298662,123.32,648
2015-05-11,33.457921,-82.068935,5.65,648
2015-05-11,32.822391,-79.965464,19.02,648
2015-05-11,30.435893,-90.011991,18.89,648
2015-05-11,32.810035,-80.025928,9.51,648
2015-05-11,32.781084,-117.018638,18.59,648
2015-05-11,32.7211,-117.174366,6.43,648
2015-05-11,32.615305,-114.648722,19.92,648
2015-05-11,31.951531,-81.407336,15.38,648
2015-05-11,31.407434,-86.083517,10.75,648
2015-05-11,31.148124,-85.371845,10.75,648
2015-05-11,34.839964,-115.967051,3260.6,648
2015-05-11,30.205121,-85.668892,4.94,648
2015-05-11,29.83399,-95.434241,18.13,648
2015-05-11,29.819729,-90.078264,35.49,648
2015-05-11,29.269288,-98.33469,11.55,648
2015-05-11,29.150148,-82.137774,16.17,648
2015-05-11,28.054195,-82.442683,5.4,648
2015-05-11,27.871964,-82.438841,10.09,648
2015-05-11,27.415606,-82.528065,12.53,648
2015-05-11,26.635461,-81.843807,20.94,648
2015-05-11,26.563728,-81.726965,6.15,648
2015-05-11,26.070747,-80.24417,14.54,648
2015-05-11,25.852273,-80.207219,1992.46,648
2015-05-11,25.759926,-80.187519,3.38,648
2015-05-11,25.558428,-80.458168,97.26,648
2015-05-11,32.810983,-117.136812,18.58,648
2015-05-11,34.87589,-88.591575,114.36,648
2015-05-11,38.061732,-87.554802,10.43,648
2015-05-11,36.089396,-79.823336,42.85,648
2015-05-11,40.768117,-89.602647,11.82,648
2015-05-11,40.776629,-73.953914,3189.02,648
2015-05-11,40.825707,-81.436938,16.02,648
2015-05-11,40.851293,-73.934764,12.45,648
2015-05-11,40.866316,-79.936986,10.09,648
2015-05-11,40.886664,-75.736164,5.72,648
2015-05-11,41.686358,-86.338666,17.92,648
2015-05-11,42.239933,-83.150823,170.92,648
2015-05-11,42.265016,-84.948946,11.06,648
2015-05-11,42.2735,-88.072583,20.27,648
2015-05-11,35.020629,-78.99091,8.03,648
2015-05-11,42.574191,-84.838452,8.45,648
2015-05-11,44.100192,-123.168807,12.12,648
2015-05-11,45.343615,-122.664926,13.67,648
2015-05-11,47.432251,-121.803388,4.58,648
2015-05-11,40.754757,-73.601772,5.76,648
2015-05-11,40.745527,-73.978449,110.57,648
2015-05-11,42.542715,-83.379535,85.46,648
2015-05-11,40.161856,-75.10897,23.87,648
2015-05-11,39.150364,-77.077651,15.45,648
2015-05-11,39.033712,-94.541868,18.63,648
2015-05-11,38.927256,-94.714336,18.22,648
2015-05-11,38.898356,-94.637684,2018.63,648
2015-05-11,38.568305,-121.440764,16.34,648
2015-05-11,37.952389,-121.864451,8.02,648
2015-05-11,37.67513,-121.97412,6.48,648
2015-05-11,40.739024,-73.983542,14.33,648
2015-05-11,36.347551,-86.612045,12.23,648
2015-05-11,39.897708,-86.009447,15.85,648
2015-05-11,39.89384,-86.137988,9.96,648
2015-05-11,39.889763,-74.972761,9.59,648
2015-05-11,39.732309,-84.160422,15.76,648
2015-05-11,39.421922,-74.572227,6.38,648
2015-05-11,39.938047,-74.17109,6008.97,648
2015-05-11,40.102703,-80.647599,9.43,648
2015-05-12,41.008621,-80.822094,18.58,649
2015-05-12,40.846532,-81.440791,18.4,649
2015-05-12,41.109975,-81.855048,10.81,649
2015-05-12,40.787006,-74.325993,1916.67,649
2015-05-12,40.780751,-73.977182,22.47,649
2015-05-12,40.776629,-73.953914,4.08,649
2015-05-12,40.7735,-74.397996,11.05,649
2015-05-12,41.156215,-73.805176,20.63,649
2015-05-12,40.886664,-75.736164,5.83,649
2015-05-12,41.009287,-80.618344,18.58,649
2015-05-12,42.740054,-84.524939,10.78,649
2015-05-12,42.956176,-85.660693,13.2,649
2015-05-12,40.754757,-73.601772,8.32,649
2015-05-12,41.376242,-73.471416,20.89,649
2015-05-12,41.623336,-88.022464,13.41,649
2015-05-12,41.782455,-88.149884,2054.51,649
2015-05-12,41.807369,-88.335182,19.42,649
2015-05-12,41.929341,-83.444773,6.74,649
2015-05-12,43.482403,-83.969391,12.91,649
2015-05-12,42.248979,-84.421104,17.24,649
2015-05-12,42.584789,-83.282116,13.2,649
2015-05-12,41.209695,-73.439165,2.04,649
2015-05-12,40.752955,-73.973196,15.63,649
2015-05-12,40.622459,-74.028749,8.31,649
2015-05-12,40.682088,-73.920638,13.54,649
2015-05-12,28.307138,-81.461385,9.55,649
2015-05-12,28.452157,-81.46784,9.4,649
2015-05-12,28.602327,-81.35874,10.78,649
2015-05-12,29.437532,-98.461582,12.21,649
2015-05-12,30.205121,-85.668892,36.1,649
2015-05-12,30.220302,-81.747414,23.36,649
2015-05-12,30.396277,-89.064103,12.54,649
2015-05-12,28.239369,-82.736882,12.58,649
2015-05-12,28.077403,-82.444209,67.64,649
2015-05-12,28.06374,-81.711071,18.11,649
2015-05-12,28.031495,-82.496367,10.48,649
2015-05-12,28.012189,-80.585519,10.59,649
2015-05-12,27.439419,-82.577779,12.57,649
2015-05-12,27.415606,-82.528065,17.54,649
2015-05-12,40.692651,-74.269841,16.67,649
2015-05-12,27.404731,-82.470456,3067.64,649
2015-05-12,26.639594,-80.082714,123.38,649
2015-05-12,39.974861,-75.312081,2266.96,649
2015-05-12,40.10398,-87.757792,8.93,649
2015-05-12,40.219738,-74.593949,66.96,649
2015-05-12,40.319279,-78.828084,22.42,649
2015-05-12,40.347017,-79.500729,2211.21,649
2015-05-12,40.351277,-74.141236,1922.47,649
2015-05-12,40.452525,-75.221391,24.99,649
2015-05-12,40.486754,-74.444395,22.47,649
2015-05-12,40.507729,-80.565292,19.09,649
2015-05-12,40.576611,-74.362616,22.26,649
2015-05-12,40.589139,-73.642323,13.54,649
2015-05-12,45.308493,-122.785518,13.88,649
2015-05-12,40.667352,-73.638523,13.54,649
2015-05-12,26.645895,-80.430269,4.32,649
2015-05-12,45.408077,-122.723058,13.88,649
2015-05-12,26.563728,-81.726965,12.1,649
2015-05-12,45.577289,-122.615906,13.4,649
2015-05-12,39.143979,-77.207617,20.63,649
2015-05-12,39.055155,-95.854169,10.32,649
2015-05-12,39.048854,-121.612481,8.84,649
2015-05-12,38.907518,-95.283982,17.11,649
2015-05-12,38.450412,-122.783159,44.12,649
2015-05-12,37.688244,-121.898741,3452.69,649
2015-05-12,37.154931,-84.096062,16.65,649
2015-05-12,37.033568,-121.982632,6.93,649
2015-05-12,36.620989,-121.487916,4.98,649
2015-05-12,36.267266,-86.291167,15.97,649
2015-05-12,36.188826,-83.261343,13.32,649
2015-05-12,35.890746,-86.965691,17.48,649
2015-05-12,35.631003,-77.381019,12.65,649
2015-05-12,35.263249,-114.063651,8,649
2015-05-12,35.208992,-80.856343,11.81,649
2015-05-12,34.962338,-82.330093,5.56,649
2015-05-12,33.962455,-80.979652,17.48,649
2015-05-12,33.944339,-83.38908,43.72,649
2015-05-12,33.891251,-84.07456,21.02,649
2015-05-12,33.844371,-84.47405,10.59,649
2015-05-12,33.786594,-118.298662,118.01,649
2015-05-12,33.640302,-117.769442,26.68,649
2015-05-12,33.443345,-111.732134,8.77,649
2015-05-12,33.566767,-85.078863,17.48,649
2015-05-12,33.579122,-117.731534,12.06,649
2015-05-12,39.244659,-84.345489,5.65,649
2015-05-12,39.425137,-84.472925,2325,649
2015-05-12,39.440956,-84.575746,15.02,649
2015-05-12,39.544307,-105.153074,11.16,649
2015-05-12,46.212306,-119.155671,13.36,649
2015-05-12,47.432251,-121.803388,2244.14,649
2015-05-12,26.635461,-81.843807,13.22,649
2015-05-12,26.598446,-80.054613,123.38,649
2015-05-12,26.564355,-81.925065,3101.66,649
2015-05-12,26.548504,-80.100015,11.67,649
2015-05-12,26.411642,-80.09277,21.48,649
2015-05-12,26.298352,-80.180078,15.74,649
2015-05-12,25.959719,-80.140267,18.97,649
2015-05-12,25.852273,-80.207219,3417.68,649
2015-05-12,30.448726,-86.62545,4.21,649
2015-05-12,30.467608,-87.692401,14.47,649
2015-05-12,45.48169,-122.637331,13.4,649
2015-05-12,30.488696,-87.214171,12.54,649
2015-05-12,32.336744,-90.216096,41.2,649
2015-05-12,32.436064,-90.13731,16.98,649
2015-05-12,32.771419,-97.291484,2200,649
2015-05-12,32.774699,-117.148616,1.42,649
2015-05-12,33.240386,-84.273402,16.81,649
2015-05-12,33.276539,-112.18717,3077.75,649
2015-05-12,39.892263,-74.94075,25.2,649
2015-05-12,39.761293,-86.161336,13.51,649
2015-05-12,39.718539,-105.245659,9.02,649
2015-05-12,39.678945,-86.130154,13.51,649
2015-05-12,39.58887,-77.700213,14.42,649
2015-05-12,39.56186,-75.87574,6.72,649
2015-05-12,32.07005,-109.886546,11.36,649
2015-05-12,33.615525,-117.782805,23.45,649
2015-05-13,33.752886,-116.055617,13.55,650
2015-05-13,41.75325,-72.75804,13.49,650
2015-05-13,33.276539,-112.18717,28.89,650
2015-05-13,33.457921,-82.068935,8,650
2015-05-13,33.482033,-111.735322,11.62,650
2015-05-13,40.766382,-73.82619,8.18,650
2015-05-13,33.786594,-118.298662,120.9,650
2015-05-13,33.844371,-84.47405,18.19,650
2015-05-13,33.054154,-117.250253,2.73,650
2015-05-13,33.939164,-118.125851,14.88,650
2015-05-13,34.364943,-119.085704,61.08,650
2015-05-13,34.839964,-115.967051,2022.51,650
2015-05-13,34.880689,-92.230285,3008.02,650
2015-05-13,34.909132,-82.384232,4171.69,650
2015-05-13,35.074168,-78.964952,7.95,650
2015-05-13,35.123644,-89.842541,5.61,650
2015-05-13,34.151161,-116.900557,2.7,650
2015-05-13,33.032674,-96.805055,3084.64,650
2015-05-13,33.011889,-96.643043,24.18,650
2015-05-13,32.921476,-96.587847,5,650
2015-05-13,40.975202,-76.0845,46.52,650
2015-05-13,40.922326,-72.637078,125,650
2015-05-13,40.886664,-75.736164,46.52,650
2015-05-13,40.869978,-73.844903,8.18,650
2015-05-13,40.847699,-74.160538,16.42,650
2015-05-13,40.776629,-73.953914,3218.76,650
2015-05-13,40.768823,-73.960257,3119.08,650
2015-05-13,32.340073,-111.058754,12.76,650
2015-05-13,32.370048,-86.116486,16.87,650
2015-05-13,32.381605,-88.663489,42.73,650
2015-05-13,32.767268,-96.777626,104.08,650
2015-05-13,32.794947,-117.079863,73.24,650
2015-05-13,32.856847,-117.208027,3318.31,650
2015-05-13,32.900509,-115.503842,9.9,650
2015-05-13,32.90391,-117.207828,18.31,650
2015-05-13,35.26002,-80.804151,13.87,650
2015-05-13,41.43503,-75.610332,1946.52,650
2015-05-13,35.265573,-120.62122,80.18,650
2015-05-13,35.363067,-120.703455,2060.36,650
2015-05-13,38.190383,-120.733128,14.23,650
2015-05-13,38.585804,-121.402213,18.72,650
2015-05-13,38.859523,-75.835702,8.07,650
2015-05-13,39.244659,-84.345489,10.53,650
2015-05-13,39.492596,-77.461211,11.64,650
2015-05-13,39.667479,-105.067136,2.6,650
2015-05-13,38.002578,-84.539437,6.51,650
2015-05-13,39.681201,-104.80973,12.08,650
2015-05-13,39.738752,-104.408349,6.04,650
2015-05-13,39.839477,-88.946486,12.29,650
2015-05-13,39.889763,-74.972761,3.62,650
2015-05-13,39.89384,-86.137988,8.13,650
2015-05-13,39.908055,-77.666445,18.46,650
2015-05-13,39.938047,-74.17109,2761.95,650
2015-05-13,39.718539,-105.245659,17.12,650
2015-05-13,40.236423,-74.306284,8.92,650
2015-05-13,40.260001,-80.124442,13.23,650
2015-05-13,40.351277,-74.141236,2.74,650
2015-05-13,35.751243,-78.70732,14.99,650
2015-05-13,36.281327,-115.390646,6.63,650
2015-05-13,36.402012,-86.143252,9.37,650
2015-05-13,37.669463,-121.016796,60.41,650
2015-05-13,37.685879,-120.948033,120.82,650
2015-05-13,40.752955,-73.973196,15.68,650
2015-05-13,40.728449,-73.495369,250,650
2015-05-13,40.7228,-73.515819,2025,650
2015-05-13,40.716888,-73.766897,26.31,650
2015-05-13,40.707133,-73.829247,125,650
2015-05-13,40.667352,-73.638523,125,650
2015-05-13,40.664322,-73.984132,125,650
2015-05-13,40.633157,-73.996953,125,650
2015-05-13,40.589139,-73.642323,5.03,650
2015-05-13,40.584455,-73.948402,15,650
2015-05-13,35.330059,-78.705859,7.95,650
2015-05-13,41.51412,-71.377247,2210.95,650
2015-05-13,39.974861,-75.312081,98.68,650
2015-05-13,41.791776,-72.718832,13.49,650
2015-05-13,26.634845,-81.959923,14.41,650
2015-05-13,26.635461,-81.843807,16.9,650
2015-05-13,26.649816,-80.294771,12.55,650
2015-05-13,27.231941,-82.3504,9.39,650
2015-05-13,28.566338,-81.260818,15.58,650
2015-05-13,28.575428,-81.395503,13.99,650
2015-05-13,29.150622,-81.025223,20.11,650
2015-05-13,26.070747,-80.24417,14.72,650
2015-05-13,29.188732,-81.231384,19.61,650
2015-05-13,29.83399,-95.434241,2755.8,650
2015-05-13,29.939504,-90.074122,1500,650
2015-05-13,30.191737,-81.603557,5.82,650
2015-05-13,30.220302,-81.747414,32.73,650
2015-05-13,30.448726,-86.62545,16.23,650
2015-05-13,39.945798,-74.29782,124.46,650
2015-05-13,32.214075,-110.883744,8.45,650
2015-05-13,29.437532,-98.461582,24.94,650
2015-05-13,25.92862,-80.182969,20.42,650
2015-05-13,26.267436,-80.209176,18.94,650
2015-05-13,42.723851,-83.423242,13.71,650
2015-05-13,42.284055,-89.01621,14.93,650
2015-05-13,42.318492,-88.997248,14.93,650
2015-05-13,42.5216,-83.163477,6.25,650
2015-05-13,25.852273,-80.207219,19.32,650
2015-05-13,42.930146,-85.53904,2020.01,650
2015-05-13,43.049312,-88.041387,12.81,650
2015-05-13,42.03468,-87.76266,122.79,650
2015-05-13,43.530865,-84.756824,10.76,650
2015-05-13,44.932864,-93.367327,1912.86,650
2015-05-13,47.432251,-121.803388,4127.41,650
2015-05-13,41.811929,-87.68732,24.52,650
2015-05-13,43.579067,-116.421656,9.32,650
2015-05-13,41.85414,-71.437752,10.95,650
2015-05-14,30.383637,-97.708233,10.41,651
2015-05-14,30.274539,-81.786671,7.86,651
2015-05-14,30.205121,-85.668892,6.45,651
2015-05-14,30.395586,-97.750611,10.41,651
2015-05-14,31.711209,-106.243004,93.85,651
2015-05-14,30.396277,-89.064103,17.37,651
2015-05-14,29.958304,-90.077,46.91,651
2015-05-14,31.71251,-106.328464,93.85,651
2015-05-14,29.938343,-90.100773,17.1,651
2015-05-14,26.635461,-81.843807,56.26,651
2015-05-14,29.437532,-98.461582,119.24,651
2015-05-14,42.719534,-84.425136,24.17,651
2015-05-14,42.968507,-78.749153,15.35,651
2015-05-14,43.009222,-70.950742,19,651
2015-05-14,43.096216,-76.047426,36.16,651
2015-05-14,43.661963,-116.195004,12.19,651
2015-05-14,44.275702,-88.370856,15.31,651
2015-05-14,47.432251,-121.803388,129.27,651
2015-05-14,47.835318,-122.326981,8.58,651
2015-05-14,24.859832,-168.021815,7.69,651
2015-05-14,25.558428,-80.458168,13.3,651
2015-05-14,25.852273,-80.207219,18.19,651
2015-05-14,25.92862,-80.182969,17.26,651
2015-05-14,26.070747,-80.24417,9.52,651
2015-05-14,26.098414,-80.182168,2.04,651
2015-05-14,26.144589,-80.26052,5.61,651
2015-05-14,26.221054,-80.313415,5.61,651
2015-05-14,26.22116,-80.125066,111.5,651
2015-05-14,26.39341,-80.222751,1933.15,651
2015-05-14,26.564355,-81.925065,2649.14,651
2015-05-14,26.574736,-80.079405,2162.3,651
2015-05-14,26.622535,-81.923974,49.14,651
2015-05-14,26.623908,-81.883648,49.14,651
2015-05-14,26.649816,-80.294771,7.21,651
2015-05-14,27.871964,-82.438841,7.56,651
2015-05-14,28.307138,-81.461385,23.91,651
2015-05-14,29.405931,-98.507844,16.76,651
2015-05-14,29.424132,-98.484144,2304.64,651
2015-05-14,29.819729,-90.078264,17.1,651
2015-05-14,32.311724,-110.91898,8.92,651
2015-05-14,41.637997,-81.377383,16.36,651
2015-05-14,42.248979,-84.421104,17.72,651
2015-05-14,33.016928,-116.846046,13.73,651
2015-05-14,32.898511,-117.225744,112.19,651
2015-05-14,32.880025,-96.740103,12.38,651
2015-05-14,32.833881,-96.771528,12.38,651
2015-05-14,32.810983,-117.136812,112.19,651
2015-05-14,32.794947,-117.079863,12.21,651
2015-05-14,32.781084,-117.018638,2947.19,651
2015-05-14,32.771419,-97.291484,2320.99,651
2015-05-14,36.281327,-115.390646,3.98,651
2015-05-14,42.5216,-83.163477,18.02,651
2015-05-14,36.896749,-119.750294,5.22,651
2015-05-14,36.181169,-115.167635,124.99,651
2015-05-14,37.669086,-77.329421,9.98,651
2015-05-14,37.684807,-85.878391,2792.19,651
2015-05-14,37.704429,-122.124225,2024.24,651
2015-05-14,33.276539,-112.18717,5393.02,651
2015-05-14,33.369595,-84.819397,2298.1,651
2015-05-14,33.415987,-84.705681,98.1,651
2015-05-14,33.499513,-86.726838,9.6,651
2015-05-14,36.130992,-115.217932,124.99,651
2015-05-14,36.037132,-78.828086,9.68,651
2015-05-14,35.529792,-80.947028,12.23,651
2015-05-14,35.330059,-78.705859,21.31,651
2015-05-14,35.208941,-89.791656,8.19,651
2015-05-14,35.201738,-89.971538,8.19,651
2015-05-14,35.195393,-80.826393,112.19,651
2015-05-14,38.068036,-122.740988,18,651
2015-05-14,35.074168,-78.964952,21.3,651
2015-05-14,34.839964,-115.967051,169.44,651
2015-05-14,34.301347,-118.901098,15.77,651
2015-05-14,34.151161,-116.900557,21.52,651
2015-05-14,33.820104,-84.366475,98.1,651
2015-05-14,33.788817,-78.96918,18.28,651
2015-05-14,33.786594,-118.298662,12141.95,651
2015-05-14,33.544622,-86.929208,19.2,651
2015-05-14,34.909132,-82.384232,24.24,651
2015-05-14,38.270941,-90.413534,16.19,651
2015-05-14,37.613954,-97.342752,11.74,651
2015-05-14,38.967311,-76.610143,2298.69,651
2015-05-14,40.768823,-73.960257,2306.26,651
2015-05-14,40.846532,-81.440791,11.83,651
2015-05-14,40.886664,-75.736164,5.85,651
2015-05-14,32.7211,-117.174366,17.15,651
2015-05-14,32.445645,-91.743314,17.1,651
2015-05-14,40.913482,-74.001623,3825,651
2015-05-14,32.251875,-110.819977,15.21,651
2015-05-14,31.879779,-106.544218,93.85,651
2015-05-14,31.773452,-106.37709,93.85,651
2015-05-14,40.75953,-73.989847,13.06,651
2015-05-14,40.992686,-73.799476,6.7,651
2015-05-14,41.079983,-73.654472,125,651
2015-05-14,41.156215,-73.805176,39.23,651
2015-05-14,41.310547,-72.926046,20.85,651
2015-05-14,41.584089,-93.620267,15.72,651
2015-05-14,41.598339,-72.601307,1981.98,651
2015-05-14,41.75325,-72.75804,81.98,651
2015-05-14,41.811929,-87.68732,2314.28,651
2015-05-14,41.839679,-88.088716,19.49,651
2015-05-14,42.125793,-72.645334,14.29,651
2015-05-14,41.042746,-73.62617,125,651
2015-05-14,38.82513,-104.746689,9.58,651
2015-05-14,40.754757,-73.601772,3013.56,651
2015-05-14,40.633801,-73.954405,13.06,651
2015-05-14,39.052158,-77.121096,4.12,651
2015-05-14,39.429055,-76.787696,15.35,651
2015-05-14,39.629598,-105.326248,3043.77,651
2015-05-14,39.678945,-86.130154,9.66,651
2015-05-14,39.79936,-75.531694,23.98,651
2015-05-14,40.634873,-74.016905,15.91,651
2015-05-14,39.87529,-105.034487,8.67,651
2015-05-14,36.246153,-115.222064,29.98,651
2015-05-14,40.001811,-75.11787,21.08,651
